country,cause,year,total,,,,
Argentina,Neoplasms,1993,256.3,,,,
Argentina,Influenza,1993,0.3,,,,
Argentina,Accidental poisoning,1993,1,,,,
Argentina,Total,1993,1467.7,,,,
Argentina,Certain infectious and parasitic diseases,1994,44.2,,,,
Argentina,Dementia,1994,7.1,,,,
Argentina,Peptic ulcer,1994,2.2,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,1994,2.9,,,,
Argentina,Chronic liver diseases and cirrhosis,1994,12.3,,,,
Argentina,Diseases of the blood and blood-forming organs,1994,5.3,,,,
Argentina,Malignant melanoma of skin,1994,1.6,,,,
Argentina,Certain conditions originating in the perinatal period,1994,12.8,,,,
Argentina,Transport Accidents,1994,15.6,,,,
Argentina,Ischaemic heart diseases,1994,112.2,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",1994,63.6,,,,
Argentina,Malignant neoplasms,1994,249.3,,,,
Argentina,Pneumonia,1994,41.8,,,,
Argentina,Intentional self-harm,1994,8.7,,,,
Argentina,Diseases of the nervous system,1994,15.2,,,,
Argentina,Malignant neoplasms of bladder,1994,6.8,,,,
Argentina,Accidents,1994,33.3,,,,
Argentina,Tuberculosis,1994,4.7,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",1994,26.4,,,,
Argentina,Mental and behavioural disorders,1994,12.7,,,,
Argentina,"Congenital malformations, deformations and chromosomal abnormalities",1994,5.4,,,,
Argentina,Malignant neoplasms of liver,1994,8.7,,,,
Argentina,Diseases of the genitourinary system,1994,33.2,,,,
Argentina,Chronic obstructive pulmonary diseases,1994,7.4,,,,
Argentina,Malignant neoplasms of stomach,1994,16.1,,,,
Argentina,Diabetes mellitus,1994,38.3,,,,
Argentina,"Malignant neoplasms of trachea, bronchus, lung",1994,39,,,,
Argentina,Diseases of the digestive system,1994,57,,,,
Argentina,Assault,1994,5.1,,,,
Argentina,Acute myocardial infarction,1994,76.7,,,,
Argentina,Leukemia,1994,6.8,,,,
Argentina,Diseases of the skin and subcutaneous tissue,1994,1,,,,
Argentina,Diseases of the circulatory system,1994,632.3,,,,
Argentina,External causes of mortality,1994,67.9,,,,
Argentina,Accidental falls,1994,5.4,,,,
Argentina,"Symptoms, signs, ill-defined causes",1994,38.5,,,,
Argentina,Cerebrovascular diseases,1994,138.7,,,,
Argentina,Diseases of the respiratory system,1994,103.5,,,,
Argentina,Neoplasms,1994,256.6,,,,
Argentina,Influenza,1994,0.1,,,,
Argentina,Accidental poisoning,1994,0.7,,,,
Argentina,Total,1994,1352.8,,,,
Argentina,Certain infectious and parasitic diseases,1995,48.5,,,,
Argentina,Dementia,1995,9.1,,,,
Argentina,Peptic ulcer,1995,2.3,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,1995,2.5,,,,
Argentina,Chronic liver diseases and cirrhosis,1995,12.8,,,,
Argentina,Diseases of the blood and blood-forming organs,1995,5.6,,,,
Argentina,Malignant melanoma of skin,1995,1.7,,,,
Argentina,Certain conditions originating in the perinatal period,1995,12.2,,,,
Argentina,Transport Accidents,1995,14,,,,
Argentina,Ischaemic heart diseases,1995,121.4,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",1995,70.1,,,,
Argentina,Malignant neoplasms,1995,247.3,,,,
Argentina,Pneumonia,1995,57.3,,,,
Argentina,Intentional self-harm,1995,8.4,,,,
Argentina,Diseases of the nervous system,1995,16.5,,,,
Argentina,Malignant neoplasms of bladder,1995,6.7,,,,
Argentina,Accidents,1995,31.8,,,,
Argentina,Tuberculosis,1995,4.9,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",1995,26.3,,,,
Argentina,Mental and behavioural disorders,1995,14.5,,,,
Argentina,"Congenital malformations, deformations and chromosomal abnormalities",1995,5.5,,,,
Argentina,Malignant neoplasms of liver,1995,8.4,,,,
Argentina,Diseases of the genitourinary system,1995,35.8,,,,
Argentina,Chronic obstructive pulmonary diseases,1995,9.1,,,,
Argentina,Malignant neoplasms of stomach,1995,15.4,,,,
Argentina,Diabetes mellitus,1995,39.6,,,,
Argentina,"Malignant neoplasms of trachea, bronchus, lung",1995,38.5,,,,
Argentina,Diseases of the digestive system,1995,60.4,,,,
Argentina,Assault,1995,4.8,,,,
Argentina,Acute myocardial infarction,1995,83.3,,,,
Argentina,Leukemia,1995,6.8,,,,
Argentina,Diseases of the skin and subcutaneous tissue,1995,1,,,,
Argentina,Diseases of the circulatory system,1995,672.5,,,,
Argentina,External causes of mortality,1995,65.2,,,,
Argentina,Accidental falls,1995,5.6,,,,
Argentina,"Symptoms, signs, ill-defined causes",1995,55.8,,,,
Argentina,Cerebrovascular diseases,1995,141,,,,
Argentina,Diseases of the respiratory system,1995,139,,,,
Argentina,Neoplasms,1995,254.8,,,,
Argentina,Influenza,1995,0.3,,,,
Argentina,Accidental poisoning,1995,0.6,,,,
Argentina,Total,1995,1460.7,,,,
Argentina,Certain infectious and parasitic diseases,1996,50.7,,,,
Argentina,Dementia,1996,8.9,,,,
Argentina,Peptic ulcer,1996,2.6,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,1996,3,,,,
Argentina,Chronic liver diseases and cirrhosis,1996,12.8,,,,
Argentina,Diseases of the blood and blood-forming organs,1996,5.6,,,,
Argentina,Malignant melanoma of skin,1996,1.7,,,,
Argentina,Certain conditions originating in the perinatal period,1996,11.5,,,,
Argentina,Transport Accidents,1996,13.9,,,,
Argentina,Ischaemic heart diseases,1996,115.4,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",1996,65.5,,,,
Argentina,Malignant neoplasms,1996,255.3,,,,
Argentina,Pneumonia,1996,57,,,,
Argentina,Intentional self-harm,1996,8.4,,,,
Argentina,Diseases of the nervous system,1996,16.3,,,,
Argentina,Malignant neoplasms of bladder,1996,6.8,,,,
Argentina,Accidents,1996,31.9,,,,
Argentina,Tuberculosis,1996,4.6,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",1996,27.4,,,,
Argentina,Mental and behavioural disorders,1996,14,,,,
Argentina,"Congenital malformations, deformations and chromosomal abnormalities",1996,5.6,,,,
Argentina,Malignant neoplasms of liver,1996,8.5,,,,
Argentina,Diseases of the genitourinary system,1996,35.8,,,,
Argentina,Malignant neoplasms of stomach,1996,16,,,,
Argentina,Chronic obstructive pulmonary diseases,1996,7.6,,,,
Argentina,Diabetes mellitus,1996,35.6,,,,
Argentina,"Malignant neoplasms of trachea, bronchus, lung",1996,38.6,,,,
Argentina,Diseases of the digestive system,1996,59.5,,,,
Argentina,Assault,1996,5.1,,,,
Argentina,Acute myocardial infarction,1996,79.6,,,,
Argentina,Leukemia,1996,7.3,,,,
Argentina,Diseases of the skin and subcutaneous tissue,1996,1.2,,,,
Argentina,External causes of mortality,1996,66.7,,,,
Argentina,Diseases of the circulatory system,1996,629.2,,,,
Argentina,Accidental falls,1996,6.1,,,,
Argentina,"Symptoms, signs, ill-defined causes",1996,53.5,,,,
Argentina,Cerebrovascular diseases,1996,131.1,,,,
Argentina,Diseases of the respiratory system,1996,136.2,,,,
Argentina,Neoplasms,1996,262.9,,,,
Argentina,Influenza,1996,0.2,,,,
Argentina,Accidental poisoning,1996,0.7,,,,
Argentina,Total,1996,1418,,,,
Argentina,Certain infectious and parasitic diseases,1997,60.5,,,,
Argentina,Dementia,1997,8.1,,,,
Argentina,Peptic ulcer,1997,2.2,,,,
Argentina,Chronic liver diseases and cirrhosis,1997,11.9,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,1997,3.4,,,,
Argentina,Alzheimer's disease,1997,3.2,,,,
Argentina,Diseases of the blood and blood-forming organs,1997,5.4,,,,
Argentina,Malignant melanoma of skin,1997,1.4,,,,
Argentina,"Malignant neoplasms of trachea, bronchus, lung",1997,38,,,,
Argentina,Certain conditions originating in the perinatal period,1997,10.6,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",1997,58.9,,,,
Argentina,Transport Accidents,1997,13.6,,,,
Argentina,Ischaemic heart diseases,1997,114.2,,,,
Argentina,Pneumonia,1997,55.6,,,,
Argentina,Malignant neoplasms,1997,254.2,,,,
Argentina,Malignant neoplasms of bladder,1997,7.3,,,,
Argentina,Diseases of the nervous system,1997,15.9,,,,
Argentina,Intentional self-harm,1997,8.3,,,,
Argentina,Accidents,1997,36.3,,,,
Argentina,Tuberculosis,1997,4.7,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",1997,27.4,,,,
Argentina,HIV-AIDS,1997,5.3,,,,
Argentina,Mental and behavioural disorders,1997,13.9,,,,
Argentina,"Congenital malformations, deformations and chromosomal abnormalities",1997,5.3,,,,
Argentina,Malignant neoplasms of liver,1997,9.3,,,,
Argentina,Diseases of the genitourinary system,1997,35.3,,,,
Argentina,Malignant neoplasms of stomach,1997,15.1,,,,
Argentina,Chronic obstructive pulmonary diseases,1997,24.2,,,,
Argentina,Diabetes mellitus,1997,37,,,,
Argentina,Diseases of the digestive system,1997,58,,,,
Argentina,Assault,1997,5.2,,,,
Argentina,Acute myocardial infarction,1997,79.9,,,,
Argentina,Hodgkin’s disease,1997,1.1,,,,
Argentina,Leukemia,1997,7,,,,
Argentina,Diseases of the skin and subcutaneous tissue,1997,1.3,,,,
Argentina,Diseases of the circulatory system,1997,559.7,,,,
Argentina,External causes of mortality,1997,68.4,,,,
Argentina,Parkinson's disease,1997,3.3,,,,
Argentina,Malignant neoplasms of pancreas,1997,14.9,,,,
Argentina,"Symptoms, signs, ill-defined causes",1997,98.7,,,,
Argentina,Asthma,1997,3,,,,
Argentina,Accidental falls,1997,3.5,,,,
Argentina,Cerebrovascular diseases,1997,129.7,,,,
Argentina,Diseases of the respiratory system,1997,175,,,,
Argentina,Neoplasms,1997,263,,,,
Argentina,Influenza,1997,0.1,,,,
Argentina,Accidental poisoning,1997,1,,,,
Argentina,Total,1997,1434,,,,
Argentina,Certain infectious and parasitic diseases,1998,60.8,,,,
Argentina,Asthma,1998,3.8,,,,
Argentina,Dementia,1998,7.8,,,,
Argentina,Peptic ulcer,1998,2.2,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,1998,2.6,,,,
Argentina,Chronic liver diseases and cirrhosis,1998,11.4,,,,
Argentina,Alzheimer's disease,1998,3.5,,,,
Argentina,Diseases of the blood and blood-forming organs,1998,5.4,,,,
Argentina,Malignant melanoma of skin,1998,1.5,,,,
Argentina,Certain conditions originating in the perinatal period,1998,10.8,,,,
Argentina,Transport Accidents,1998,15.3,,,,
Argentina,Ischaemic heart diseases,1998,123.4,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",1998,64,,,,
Argentina,Malignant neoplasms,1998,255.8,,,,
Argentina,Pneumonia,1998,62,,,,
Argentina,Intentional self-harm,1998,8.4,,,,
Argentina,Malignant neoplasms of bladder,1998,6.8,,,,
Argentina,Diseases of the nervous system,1998,15.9,,,,
Argentina,Accidents,1998,38.5,,,,
Argentina,Tuberculosis,1998,4,,,,
Argentina,HIV-AIDS,1998,4.9,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",1998,27.5,,,,
Argentina,Mental and behavioural disorders,1998,12.5,,,,
Argentina,"Congenital malformations, deformations and chromosomal abnormalities",1998,5.4,,,,
Argentina,Malignant neoplasms of liver,1998,8.6,,,,
Argentina,Diseases of the genitourinary system,1998,39.1,,,,
Argentina,Malignant neoplasms of stomach,1998,14.7,,,,
Argentina,Chronic obstructive pulmonary diseases,1998,27.3,,,,
Argentina,Diabetes mellitus,1998,41.3,,,,
Argentina,"Malignant neoplasms of trachea, bronchus, lung",1998,38.6,,,,
Argentina,Diseases of the digestive system,1998,57.7,,,,
Argentina,Assault,1998,5.1,,,,
Argentina,Acute myocardial infarction,1998,90.8,,,,
Argentina,Hodgkin’s disease,1998,0.8,,,,
Argentina,Leukemia,1998,7.2,,,,
Argentina,Diseases of the skin and subcutaneous tissue,1998,2.6,,,,
Argentina,Diseases of the circulatory system,1998,571,,,,
Argentina,External causes of mortality,1998,68.3,,,,
Argentina,Parkinson's disease,1998,3.6,,,,
Argentina,Malignant neoplasms of pancreas,1998,14.6,,,,
Argentina,Accidental falls,1998,3.6,,,,
Argentina,"Symptoms, signs, ill-defined causes",1998,97.1,,,,
Argentina,Cerebrovascular diseases,1998,132.6,,,,
Argentina,Diseases of the respiratory system,1998,197,,,,
Argentina,Influenza,1998,0.1,,,,
Argentina,Neoplasms,1998,265.2,,,,
Argentina,Accidental poisoning,1998,0.5,,,,
Argentina,Total,1998,1475.9,,,,
Argentina,Certain infectious and parasitic diseases,1999,61,,,,
Argentina,Dementia,1999,8.2,,,,
Argentina,Peptic ulcer,1999,2.4,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,1999,2.8,,,,
Argentina,Chronic liver diseases and cirrhosis,1999,10.3,,,,
Argentina,Alzheimer's disease,1999,4.6,,,,
Argentina,Diseases of the blood and blood-forming organs,1999,5.5,,,,
Argentina,Malignant melanoma of skin,1999,1.5,,,,
Argentina,Certain conditions originating in the perinatal period,1999,10.3,,,,
Argentina,Transport Accidents,1999,14.7,,,,
Argentina,Ischaemic heart diseases,1999,125.6,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",1999,66.5,,,,
Argentina,Malignant neoplasms,1999,251.7,,,,
Argentina,Pneumonia,1999,70.8,,,,
Argentina,Malignant neoplasms of bladder,1999,6.5,,,,
Argentina,Diseases of the nervous system,1999,17.3,,,,
Argentina,Intentional self-harm,1999,8.5,,,,
Argentina,Accidents,1999,37.6,,,,
Argentina,Tuberculosis,1999,3.8,,,,
Argentina,HIV-AIDS,1999,4.3,,,,
Argentina,Mental and behavioural disorders,1999,12.8,,,,
Argentina,"Congenital malformations, deformations and chromosomal abnormalities",1999,5.2,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",1999,28.1,,,,
Argentina,Malignant neoplasms of liver,1999,8.2,,,,
Argentina,Diseases of the genitourinary system,1999,38.9,,,,
Argentina,Malignant neoplasms of stomach,1999,14.6,,,,
Argentina,Chronic obstructive pulmonary diseases,1999,27,,,,
Argentina,Diabetes mellitus,1999,44.2,,,,
Argentina,"Malignant neoplasms of trachea, bronchus, lung",1999,38.4,,,,
Argentina,Diseases of the digestive system,1999,57.1,,,,
Argentina,Assault,1999,5.8,,,,
Argentina,Acute myocardial infarction,1999,91.4,,,,
Argentina,Hodgkin’s disease,1999,0.7,,,,
Argentina,Leukemia,1999,7,,,,
Argentina,Diseases of the skin and subcutaneous tissue,1999,2.9,,,,
Argentina,Diseases of the circulatory system,1999,570.9,,,,
Argentina,External causes of mortality,1999,67.1,,,,
Argentina,Parkinson's disease,1999,3.5,,,,
Argentina,Malignant neoplasms of pancreas,1999,15,,,,
Argentina,Asthma,1999,3.8,,,,
Argentina,Accidental falls,1999,3.3,,,,
Argentina,"Symptoms, signs, ill-defined causes",1999,103.6,,,,
Argentina,Cerebrovascular diseases,1999,126.8,,,,
Argentina,Diseases of the respiratory system,1999,210.1,,,,
Argentina,Influenza,1999,0.1,,,,
Argentina,Neoplasms,1999,261.2,,,,
Argentina,Accidental poisoning,1999,0.7,,,,
Argentina,Total,1999,1494,,,,
Argentina,Certain infectious and parasitic diseases,2000,62.2,,,,
Argentina,Dementia,2000,8,,,,
Argentina,Peptic ulcer,2000,2.1,,,,
Argentina,Chronic liver diseases and cirrhosis,2000,10,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,2000,2.6,,,,
Argentina,Alzheimer's disease,2000,4.7,,,,
Argentina,Diseases of the blood and blood-forming organs,2000,5.3,,,,
Argentina,Malignant melanoma of skin,2000,1.6,,,,
Argentina,Certain conditions originating in the perinatal period,2000,10.1,,,,
Argentina,Transport Accidents,2000,12.6,,,,
Argentina,Ischaemic heart diseases,2000,110.3,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",2000,62.1,,,,
Argentina,Malignant neoplasms,2000,247.2,,,,
Argentina,Pneumonia,2000,59.1,,,,
Argentina,Malignant neoplasms of bladder,2000,6.4,,,,
Argentina,Diseases of the nervous system,2000,17,,,,
Argentina,Intentional self-harm,2000,9.5,,,,
Argentina,Accidents,2000,35.3,,,,
Argentina,Tuberculosis,2000,3.3,,,,
Argentina,HIV-AIDS,2000,4.3,,,,
Argentina,Mental and behavioural disorders,2000,12.2,,,,
Argentina,"Congenital malformations, deformations and chromosomal abnormalities",2000,5.2,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",2000,27.2,,,,
Argentina,Malignant neoplasms of liver,2000,8.5,,,,
Argentina,Diseases of the genitourinary system,2000,39.2,,,,
Argentina,Malignant neoplasms of stomach,2000,13.9,,,,
Argentina,Chronic obstructive pulmonary diseases,2000,22,,,,
Argentina,Diabetes mellitus,2000,42.9,,,,
Argentina,"Malignant neoplasms of trachea, bronchus, lung",2000,37.2,,,,
Argentina,Diseases of the digestive system,2000,54.1,,,,
Argentina,Assault,2000,6.2,,,,
Argentina,Acute myocardial infarction,2000,80.1,,,,
Argentina,Hodgkin’s disease,2000,0.6,,,,
Argentina,Leukemia,2000,7.2,,,,
Argentina,Diseases of the skin and subcutaneous tissue,2000,3.1,,,,
Argentina,Diseases of the circulatory system,2000,507.9,,,,
Argentina,External causes of mortality,2000,64.7,,,,
Argentina,Parkinson's disease,2000,3.7,,,,
Argentina,Malignant neoplasms of pancreas,2000,15.2,,,,
Argentina,Asthma,2000,3,,,,
Argentina,Accidental falls,2000,1.6,,,,
Argentina,"Symptoms, signs, ill-defined causes",2000,97.5,,,,
Argentina,Cerebrovascular diseases,2000,119,,,,
Argentina,Diseases of the respiratory system,2000,181.2,,,,
Argentina,Influenza,2000,0,,,,
Argentina,Neoplasms,2000,257,,,,
Argentina,Accidental poisoning,2000,0.6,,,,
Argentina,Total,2000,1382.1,,,,
Argentina,Certain infectious and parasitic diseases,2001,65.1,,,,
Argentina,Dementia,2001,7.5,,,,
Argentina,Peptic ulcer,2001,2.1,,,,
Argentina,Chronic liver diseases and cirrhosis,2001,10.2,,,,
Argentina,Diseases of the musculoskeletal system and connective tissue,2001,2.4,,,,
Argentina,Alzheimer's disease,2001,4.8,,,,
Argentina,Diseases of the blood and blood-forming organs,2001,5,,,,
Argentina,Malignant melanoma of skin,2001,1.8,,,,
Argentina,Certain conditions originating in the perinatal period,2001,9.5,,,,
Argentina,Transport Accidents,2001,12.9,,,,
Argentina,Ischaemic heart diseases,2001,105,,,,
Argentina,"Endocrine, nutritional and metabolic diseases",2001,60.7,,,,
Argentina,Pneumonia,2001,67,,,,
Argentina,Malignant neoplasms,2001,242.3,,,,
Argentina,Diseases of the nervous system,2001,16.2,,,,
Argentina,Malignant neoplasms of bladder,2001,5.7,,,,
Argentina,Intentional self-harm,2001,10.4,,,,
Argentina,Accidents,2001,32.7,,,,
Argentina,Tuberculosis,2001,3.2,,,,
Argentina,HIV-AIDS,2001,4.4,,,,
Argentina,"Malignant neoplasms of colon, rectum and anus",2001,27.7,,,,
